transaction_id,store_id,sale_date,product_category,quantity,supplier,region,unit_cost,unit_price,inventory_level,labour_hours,labour_cost
T000475,S29,2025-06-13 00:00:00,beauty,1,GlowWorks,West,19.58,43.43,6,3.4,103.21
T001085,10,,Beauty,1,GlowWorks,South,17.37,36.72,141,5.6,120.26
T002311,S16,2025-02-24 00:00:00,Home,1,BudgetSource,South,52.56,100.03,75,3.94,106.25
T000505,S26,2025-03-17 00:00:00,Beauty,2,GlowWorks,West,16.83,39.06,17,4.97,173.5
T002833,S04,2025-04-24 00:00:00,Home,1,BudgetSource,East,$46.71,84.17,81,5.74,162.13
T001453,S16,2025-06-26 00:00:00,Home,1,BudgetSource,South,52.24,91.21,15,5.79,166.78
T000484,S03,2025-06-23 00:00:00,Grocery,3,FRESHFARM,North,8.29,11.93,72,5.62,140.88
T002493,S14,2025-01-18 00:00:00,Electronics,2,NorthStar,West,255.58,327.86,21,unknown,137.42
T000936,S18,2025-05-04 00:00:00,Apparel,2,STYLEHUB,West,28.04,58.0,55,4.29,141.23
T002081,S05,2025-01-23 00:00:00,Grocery,3,FreshFarm,East,8.61,13.58,157,3.1,70.33
T001185,S05,2025-05-08 00:00:00,ELECTRONIC,3,NorthStar,East,285.15,362.4,54,6.48,144.19
T002006,S15,2025-06-07 00:00:00,Apparel,5,StyleHub,East,26.31,59.39,15,3.85,93.26
T001172,S19,2025-01-13 00:00:00,Grocery,6,FreshFarm,South, 6.36 ,9.67,38,5.07,150.01
T001479,S11,02/26/2025,Beauty,2,GlowWorks,South,$16.04,35.27,64,3.67,97.67
T001109,S23,2025-03-30 00:00:00,Grocery,1,FreshFarm,South,8.59,14.07,17,5.67,154.8
T001512,S25,2025-01-01 00:00:00,Sports,1,ActivePro,West,59.70 CAD,114.61,55,3.52,90.86
T001991,S15,2025-05-20 00:00:00,Electronics,3,NorthStar,East,245.63,328.58,48,4.37,129.5
T001710,S23,2025-04-07 00:00:00,Grocery,4,FreshFarm,South,7.32,11.56,31,3.16,80.02
T000554,S15,2025-06-09 00:00:00,Electronics,2,NorthStar,East,297.15,403.02,95,5.39,120.43
T000263,S05,2025-03-24 00:00:00,Electronics,4,NorthStar,East,221.26,320.78,147,3.7,96.0
T001216,S03,2025-05-05 00:00:00,Electronics,1,NorthStar,North,$276.11,376.09,76,3.69,92.55
T000244,S09,2025-01-12 00:00:00,Sports,2,ActivePro,East,45.12,$88.81,89,4.47,101.78
T000338,S08,2025-03-16 00:00:00,Grocery,3,FreshFarm,South,6.47,9.19,122,4.05,$93.83
T001422,S24,2025-05-13 00:00:00,Cosmetics,2,GlowWorks,West, 17.15 ,40.82 CAD,31,5.58,155.98
T000129,S01,2025-05-26 00:00:00,Apparel,3,StyleHub,East,29.78,65.75,30,4.03,90.46
T000109,S25,2025-01-31 00:00:00,Apparel,1,StyleHub,West,29.89 CAD,62.1,5,5.77,174.08
T001077,S04,2025-06-25 00:00:00,Electronics,1,NorthStar,East,$300.87,406.9,72,4.7,118.01
T002369,S09,2025-03-25 00:00:00,Electronics,-3,NorthStar,East,228.25,307.93,115,4.36,$115.98
T001694,S23,23-May-2025,Clothing,10,StyleHub,South,25.15,52.18,156,5.22,135.11
T000266,S30,2025-04-16 00:00:00,Electronics,1,NorthStar,West,$276.21,356.79,26,4.78,136.79
T002473,S04,2025-02-30,Home,1,BudgetSource,East,40.98,75.75,105,4.04,93.34
T001611, store_02 ,2025-03-19 00:00:00,Sports,2,ActivePro,South,66.01,126.77,18,4.44,98.7
T001021,S29,2025-05-15 00:00:00,Home,1,BudgetSource,West,42.56,72.67,37,5.3,136.72
T000355,S25,2025-01-29 00:00:00,Electronics,7,NorthStar,West,255.19,316.89,36,3.16,$116.07
T000145,S23,2025-02-16 00:00:00,Sports,3,ActivePro,South,51.67,109.41,unknown,4.31,95.92
T000741,S03,2025-04-24 00:00:00,Beauty,2,GlowWorks,North,17.03,36.65,47,4.03,121.12
T001012,S28,2025-03-23 00:00:00,Grocery,1,FreshFarm,West,8.71,14.18,,5.12,163.96
T002088,S12,2025-02-15 00:00:00,Home Goods,3,BudgetSource,South,42.99 CAD,74.03,156,5.45,152.29
T002745,S27,2025-06-07 00:00:00,Apparel,2,StyleHub,West,33.57,78.88,4,3.42,98.95 CAD
T002878,S19,2025-01-28 00:00:00,Grocery,4,FreshFarm,South,7.94,12.16,11,4.4,121.27
T000845,S13,2025-02-11 00:00:00,Grocery,2,FreshFarm,East,7.43,11.84,136,3.01,73.14
T001953,S01,2025-06-17 00:00:00,Grocery,1,FreshFarm,East,9.74,15.88,87,4.92,144.39
T002373,S02,2025-01-08 00:00:00,Electronics,1,NorthStar,South,230.84,339.79,128,4.01,96.28
T001102,S10,22-Jan-2025,Electronics,8,NorthStar,South,234.68,292.48,116,5.5,147.72
T001854,S12,06/01/2025,Apparel,9,StyleHub,South,29.53,59.51,91,6.04,147.17
T002004,S18,2025-02-22 00:00:00,Beauty,2,GlowWorks,West,15.76,36.24,36,4.45,148.16
T002223,S20,2025-05-23 00:00:00,beauty,5,GlowWorks,South,18.43,44.68,126,4.18,90.38
T002093,S15,2025-02-08 00:00:00,Grocery,2,FreshFarm,East,6.95,11.45,93,4.24,102.27
T002985,S24,2025-02-23 00:00:00,Electronics,2,NorthStar,West,204.47,272.57,11,3.73,112.12
T001200,S09,2025-03-20 00:00:00,Electronics,4,NorthStar,East,264.5,390.18,147,5.47,157.84
T002542,S09,2025-06-14 00:00:00,Electronics,4,NorthStar,East,278.88,353.72,66,4.53,111.24
T000705,S18,2025-03-15 00:00:00,Grocery,1,FreshFarm,West,9.13,14.11,19,4.26,$138.68
T000894,S27,2025-06-03 00:00:00,Grocery,2,FreshFarm,West,7.73,11.61,3,4.81,119.99
T000315,S26,2025-06-10 00:00:00,Beauty,2,GlowWorks,West,18.9,41.66,50,unknown,169.98
T002925,S19,2025-05-17 00:00:00,Apparel,4,StyleHub,South,25.5,51.82,95,2.77,68.81
T001134,04,2025-02-13 00:00:00,Beauty,1,GlowWorks,East,19.56,40.89,140,4.9,88.9
T000252,S22,2025-06-21 00:00:00,Electronics,2,NorthStar,South,277.36,383.6,113,4.64,105.68
T002014,S16,2025-04-19 00:00:00,Sports,1,ActivePro,South,55.93,114.15 CAD,79,4.83,124.48
T002466,S14,2025-02-15 00:00:00,Grocery,2,FRESHFARM,West,8.44,13.11,4,5.1,134.67
T000842,S20,2025-05-02 00:00:00,Apparel,4,StyleHub,South,$26.41,58.08,120,3.84,98.41
T000562,S23,2025-01-15 00:00:00,Sports,3,ActivePro,South,50.94,103.03,155,3.78,91.87
T000204,S12,2025-05-05 00:00:00,Apparel,6,StyleHub,South,25.6,49.12 CAD,89,-6.72,118.35
T000493,S24,2025-06-02 00:00:00,Home,6,BudgetSource,West,49.54,97.3,unknown,6.63,188.89
T001837,S26,06-May-2025,Grocery,2,FreshFarm,West,9.22,14.28,15,5.26,178.25
T000564,S24,2025-02-15 00:00:00,Beauty,1,GlowWorks,West,20.73,46.32,26,5.45,187.98
T001326,S25,2025-05-26 00:00:00,Grocery,2,FreshFarm,West,7.03,10.32,3,3.98,92.52
T002182,Store-17,2025-06-28 00:00:00,Home,2,BudgetSource,North,$55.47,99.96,149,-1.44,140.08
T001038,S06,2025-03-29 00:00:00,Beauty,2,GlowWorks,East,14.59,32.17,119,3.81,90.07
T002415,S22,2025-03-13 00:00:00,Grocery,2,FreshFarm,South,7.42,$10.32,141,2.88,66.02
T001290,S12,2025-01-16 00:00:00,Electronics,4,NorthStar,South,211.81,297.67,10,5.72,99.65
T000978,S29,2025-01-07 00:00:00,Home,5,BudgetSource,West,44.42,78.46,10,4.77,135.22
T001442,S20,2025-01-11 00:00:00,Electronics,3,NorthStar,South,238.43,293.7,127,5.11,113.06
T000608,S11,2025-03-03 00:00:00,Sports,2,ActivePro,South,52.58 CAD,103.95,79,5.3,148.06
T002650,S07,2025-04-19 00:00:00,Apparel,5,StyleHub,North,30.87,$62.63,138,3.62,96.21
T001411,S25,2025-06-08 00:00:00,Electronics,3,North-Star,West,254.21,335.07,4,5.18,183.04
T001330,S01,,Beauty,3,GlowWorks,East,19.33,45.44,42,4.4,123.93
T002207,S22,2025-02-18 00:00:00,Grocery,2,FreshFarm,South,7.78,12.14,116,2.76,71.97
T000091,S17,2025-06-02 00:00:00,Electronics,4,NorthStar,North,233.54,329.68,17,4.8,144.04
T001947,S29,2025-01-01 00:00:00,Beauty,4,GlowWorks,West,16.69,35.94,15,2.96,91.16
T000641,S18,2025-01-18 00:00:00,Electronics,1,NorthStar,West,229.12,323.78,56,5.23,164.14 CAD
T000271,S12,2025-03-08 00:00:00,Apparel,4,StyleHub,South,25.95,57.78,123,5.61,156.78
T002816,S22,2025-04-09 00:00:00,Electronics,4,NorthStar,South,260.91,356.23,72,3.88,80.49
T001916,S17,2025-05-01 00:00:00,Home,1,BudgetSource,North,47.06,$84.73,65,4.45,116.89
T001938, S27 ,2025-04-26 00:00:00,Clothing,1,StyleHub,West,27.43,$56.25,36,2.73,62.73
T000036,S17,2025-06-16 00:00:00,Grocery,1,FreshFarm,North,7.32,11.24,63,4.6,102.64
T001604,S20,2025-01-29 00:00:00,Sports,1,ACTIVEPRO,South,63.48,127.57,88,3.96,93.6
T002713,S16,2025-03-04 00:00:00,Apparel,4,StyleHub,South,28.7,62.26 CAD,94,4.81,138.02
T001240,S20,2025-01-22 00:00:00,Apparel,1,StyleHub,South,25.92,57.91,124,nan,88.83 CAD
T002827,S25,2025-01-30 00:00:00,Grocery,2,FreshFarm,West,7.25,$11.77,0,3.3,93.27
T001898,S15,2025-04-12 00:00:00,electronics,1,NorthStar,East,189.73,272.75,105,4.83,131.25
T000367,S20,23-Feb-2025,Beauty,4,GlowWorks,South,16.35,36.87,26,4.91,102.87
T000976,S26,2025-05-18 00:00:00,Grocery,-7,FreshFarm,West,8.72,13.76,54,6.39,$201.84
T000199,S23,2025-04-26 00:00:00,Grocery,2,FreshFarm,South,8.47,13.54,149,3.87,84.65
T001214,21,2025-03-27 00:00:00,Home,2,BudgetSource,North,41.83,80.2,10,3.61,86.73
T001696,S04,2025-01-12 00:00:00,Home,6,BudgetSource,East,37.23,66.42,50,5.01,133.58
T000585,S07,2025-06-28 00:00:00,Electronics,3,NorthStar,North,289.43,366.74,48,7.11,196.71
T002465,S14,2025-06-14 00:00:00,Electronics,2,NorthStar,West,265.36,329.36,19,3.48,99.77
T000500,S30,2025-04-01 00:00:00,Grocery,2,FreshFarm,West,8.02,11.84,11,3.9,148.3
T000385,S29,2025-01-13 00:00:00,Clothing,1,StyleHub,West,26.98,58.51 CAD,35,3.51,72.56
T002289,S05,2025-06-14 00:00:00,Home,2,BudgetSource,East,46.2,85.17,18,2.55,62.82 CAD
T001144,S16,2025-06-28 00:00:00,Electronics,1,NorthStar,South,276.44,376.92,145,5.11,131.46
T001760,S30,2025-01-17 00:00:00,Electronics,4,NorthStar,West,229.1,304.16,11,4.67,160.09
T002511,S23,2025-04-27 00:00:00,Electronics,2,NorthStar,South,254.21,360.17,53,2.57,70.14
T000679, store_23 ,2025-03-22 00:00:00,Apparel,1,StyleHub,South,28.57,62.01,77,5.46,155.31
T002494,S07,06/14/2025,Electronics,1,NorthStar,North,351.1,483.20 CAD,91,6.25,176.46
T001158,S13,2025-03-13 00:00:00,Home,1,BudgetSource,East,52.65,96.88,56,3.46,70.3
T002682,S01,2025-01-16 00:00:00,Electronics,6,NorthStar,East,217.09,309.5,32,5.91,174.18 CAD
T000711,S21,2025-02-05 00:00:00,Grocery,4,FreshFarm,North,7.71,11.47,82,4.76,105.5
T001448,S09,2025-01-18 00:00:00,Electronics,1,NorthStar,East,235.4,$293.33,81,5.36,138.27
T001503,S06,2025-01-07 00:00:00,Apparel,4,StyleHub,East,23.73,51.31,128,5.14,128.76
T000184,S11,06/03/2025,Apparel,5,StyleHub,South,24.02,48.86,40,5.55,130.17
T001978,S03,2025-01-14 00:00:00,Grocery,9,FreshFarm,North,8.74,13.54,114,2.22,60.04
T002350,S30,2025-05-22 00:00:00,Sports,6,ActivePro,West,$51.50,100.08,21,5.01,145.88
T000559,24,2025-04-12 00:00:00,Apparel,7,StyleHub,West,27.77,57.59,29,4.19,136.41
T001161,S17,2025-01-30 00:00:00,Electronics,9,NorthStar,North,197.07,257.24,66,6.57,138.77
T002219,S07,2025-03-28 00:00:00,Electronics,-1,NorthStar,North,261.05,320.58 CAD,69,5.39,126.31
T001627,S12,02/06/2025,Grocery,-3,FreshFarm,South,7.73,11.32,136,5.88,142.87
T000062,30,2025-05-18 00:00:00,Electronics,2,NorthStar,West,$209.42,271.12,56,5.13,139.74
T000006,S13,2025-02-21 00:00:00,Home,0,BudgetSource,East,46.75,87.3,111,4.03,77.74
T002744,S18,2025-04-18 00:00:00,Home,1,BudgetSource,West,38.49,82.04,34,3.23,$90.83
T000694,S28,2025-05-31 00:00:00,Electronics,1,NorthStar,West,281.81 CAD,341.37,29,4.74,132.81
T002385,S10,2025-03-20 00:00:00,Grocery,N/A,freshfarm,South,7.97,12.82,131,2.67,70.6
T002130,S27,2025-05-18 00:00:00,Apparel,2,StyleHub,West,30.56,71.88,48,6.33,171.37
T000173,S03,02/23/2025,Sports,2,ActivePro,North,54.25,105.69,80,2.9,73.37
T000499,S23,2025-01-13 00:00:00,Home,4,BudgetSource,South,41.91,71.95,108,4.79,121.13
T000138,S19,2025-02-20 00:00:00,Beauty,1,GlowWorks,South,17.61, 40.26 ,27,3.69,97.89
T001208,S25,2025-03-06 00:00:00,electronics,1,NorthStar,West,208.41,282.94,62,4.53,125.14
T002631, store_07 ,2025-04-02 00:00:00,Home,2,BudgetSource,North,$48.95,89.33,105,4.06,91.78
T000777,S22,2025-03-31 00:00:00,electronics,3,northstar,South,272.39,328.16,-26,6.04,163.81
T001532,S08,2025-04-06 00:00:00,Home,7,BudgetSource,South,38.32,$68.25,130,4.53,117.91
T000080,S23,2025-04-28 00:00:00,Cosmetics,1,GlowWorks,South,16.32,37.97,37,5.04,123.71
T002676,S20,2025-04-22 00:00:00,Electronics,1,NorthStar,South,192.23,271.09,129,4.95,88.33
T002819,S04,2025-04-22 00:00:00,Beauty,3,GlowWorks,East,$21.08,45.49,137,4.61,128.79
T001560, store_27 ,2025-05-06 00:00:00,Beauty,1,GlowWorks,West,18.81,44.09,0,5.68,161.9
T001398,Store-10,2025-04-29 00:00:00,Electronics,2,NorthStar,South,255.94,398.9,68,2.93,70.59
T000075,S05,2025-01-20 00:00:00,Home,2,BudgetSource,East,38.18,73.66,132,3.96,105.98
T001155,S02,2025-04-12 00:00:00,Grocery,5,FreshFarm,South,9.14,15.19,13,4.68,123.8
T001907,S30,2025-06-03 00:00:00,Electronics,1,NorthStar,West,256.9,331.9,37,3.18,86.54
T000073,S08,2025-06-04 00:00:00,Home,1,Budget Source,South,54.77,$104.71,87,5.03,123.05
T002021,Store-13,2025-04-03 00:00:00,Apparel,3,StyleHub,East,25.94,49.08,18,5.3,152.18 CAD
T000887,S03,2025-01-10 00:00:00,Apparel,3,StyleHub,North,34.49,78.59,132,5.18,$117.11
T001615,S23,06-Jun-2025,Electronics,1,NorthStar,South,246.46,342.11,43,,115.03
T000108,S28,2025-03-25 00:00:00,Grocery,1,FreshFarm,West,8.18,12.23,14,5.33,150.13
T001394,S24,2025-04-11 00:00:00,Home,1,BudgetSource,West,46.39,87.01,6,3.58,105.14
T001540,S01,2025-06-11 00:00:00,Electronics,7,NorthStar,East,328.8,451.68,31,5.52,124.72
T001490,S02,2025-05-23 00:00:00,Sports,1,ACTIVEPRO,South,46.63,94.34,98,5.43,108.18
T000831,Store-08,2025-02-30,Sports,1,ActivePro,South,61.47,113.32,19,3.25,92.57
T001862,S18,2025-03-31 00:00:00,Electronics,1,NorthStar,West,267.82,333.45,51,3.62,113.21
T001269,S14,2025-06-08 00:00:00,Electronics,1,NorthStar,West,nan,274.55,13,3.47,101.4
T001060,S16,2025-06-13 00:00:00,Electronics,3, NORTHSTAR ,South,261.19,325.71,53,6.14,162.41
T002822,S14,2025-03-27 00:00:00,Electronics,3,North Star,West,241.38,335.05,-17,4.45,125.14
T001843,S10,2025-02-04 00:00:00,Apparel,1,StyleHub,South,31.59,68.47,-13,3.1,86.47
T000095,S21,2025-02-25 00:00:00,Beauty,3,GlowWorks,North,17.7,35.31,102,6.63,152.19
T001347,S10,2025-01-10 00:00:00,Beauty,0,GlowWorks,South,19.18,41.61,12,4.47,122.19
T002923,S04,2025-05-14 00:00:00,Electronics,5,NorthStar,East,311.07,413.83,126,2.85,67.14
T000948,S22,2025-06-24 00:00:00,HOME,2,BudgetSource,South,37.14,65.28,106,5.1,128.1
T000868,S15,2025-05-13 00:00:00,Grocery,2,FreshFarm,East,8.17,13.24,93,4.58,127.25
T000296,S27,2025-05-30 00:00:00,Electronics,2,NorthStar,West,262.34,354.38,38,4.34,136.98
T000495,S23,05/31/2025,Sports,5,ActivePro,South,55.47,$100.81,37,3.49,72.72
T002734,S27,2025-04-21 00:00:00,Home,2,BudgetSource,West,42.39,79.93,12,5.0,140.73
T002839,S25,2025-01-13 00:00:00,Food,1,FreshFarm,West,$7.61,11.54,9,5.19,160.15
T001679,S19,2025-06-22 00:00:00,Home,2,BudgetSource,South,47.79,82.49,113,5.11,125.95
T000553,S26,2025-03-09 00:00:00,Beauty,1,GlowWorks,West,$19.12,43.55,18,5.63,167.63
T000180,S18,2025-05-12 00:00:00,Electronics,2,NorthStar,West,270.16,339.39,42,4.64,$146.17
T000574,S28,2025-03-08 00:00:00,Home,2,BudgetSource,West,46.43,86.38,33,2.98,$75.45
T000246,S14,2025-06-22 00:00:00,Grocery,1,FreshFarm,West,8.33,$11.80,32,3.49,108.84
T001963,S22,2025-04-07 00:00:00,Beauty,4,GlowWorks,South,18.3,42.09,127,4.36,$109.33
T000003, store_27 ,2025-06-14 00:00:00,Electronics,4,northstar,West,266.61,364.44,9,4.73,165.69
T002614, S12 ,2025-03-22 00:00:00,Apparel,1,StyleHub,South,$25.41,53.0,141,4.13,110.54
T002112,S22,2025-02-12 00:00:00,Beauty,6,GlowWorks,South,15.39,37.42,22,4.44,123.15
T001191,S22,2025-02-17 00:00:00,Apparel,7,StyleHub,South,31.69,64.95,38,3.83,85.36
T000436,Store-16,2025-06-19 00:00:00,Apparel,2,StyleHub,South,25.09,54.8,148,5.43,120.99
T001952,13,2025-04-02 00:00:00,Electronics,1,NorthStar,East,237.01,318.42,111,4.75,111.33
T001864,S29,2025-03-29 00:00:00,Apparel,2,StyleHub,West,30.43,71.08,20,4.69,129.79
T002390,S05,2025-06-07 00:00:00,Apparel,7,StyleHub,East,28.21,58.75,71,5.01,145.06
T002545,S20,2025-06-03 00:00:00,Home,10,BudgetSource,South,49.6,95.95,88,4.44,119.84
T000765,S26,2025-02-18 00:00:00,Beauty,3,GlowWorks,West,18.36,37.80 CAD,44,3.6,99.61
T000140,S11,2025-03-22 00:00:00,Electronics,4,NorthStar,South,212.85,283.26,42,3.85,99.1
T000265,S22,2025-01-07 00:00:00,Sports,3,ActivePro,South,50.62,92.27,72,4.23,118.83
T002114,S08,2025-06-06 00:00:00,Grocery,2,FreshFarm,South,7.19,9.67,58,4.39,119.62
T002234,S24,2025-01-11 00:00:00,Apparel,1,StyleHub,West,23.7,54.63,52,4.72,132.57
T001334,S14,2025-02-11 00:00:00,BEAUTY,1,GlowWorks,West,20.6,42.58,21,4.55,$136.78
T001461,S29,2025-02-22 00:00:00,Apparel,1,StyleHub,West,26.39,56.97,18,5.28,171.25
T000337,S17,2025-06-15 00:00:00,Apparel,5,StyleHub,North,31.45,62.92,74,-7.51,128.16
T000507,S16,2025-03-11 00:00:00,Beauty,3,glowworks,South,$21.01,51.95,152,4.42,116.86
T000723,S11,2025-03-04 00:00:00,Sports,1,ActivePro,South,unknown,95.35,46,3.13,75.23
T000005,S23,2025-06-28 00:00:00,Grocery,2,FreshFarm,South,8.43,12.08,74,4.43,115.49
T002435,S04,2025-03-13 00:00:00,Electronics,3,NorthStar,East,242.6,321.71,86,5.11,110.75
T002890,S16,2025-01-26 00:00:00,Grocery,2,FreshFarm,South,9.31,15.82,50,4.38,124.39
T000722,S11,2025-06-24 00:00:00,ELECTRONIC,2,NorthStar,South, 258.59 ,373.53,136,3.55,67.73
T000139,S18,2025-05-03 00:00:00,Electronics,2,NorthStar,West,215.01,$291.81,21,4.74,151.32
T001984,S07,2025-02-25 00:00:00,Electronics,2,NorthStar,North,$262.15,332.76,33,4.87,112.72
T002102,S08,2025-01-29 00:00:00,Beauty,2,GlowWorks,South,16.81 CAD,37.19,109,3.45,78.34
T002802,S14,2025-04-11 00:00:00,Home,2,BudgetSource,West,46.95,86.06,57,5.21,160.61
T000105,S01,23-Mar-2025,Electronics,5,NorthStar,East,249.73 CAD,342.26,12,3.81,110.41
T002012,S29,2025-05-13 00:00:00,Electronics,2,NorthStar,West,197.81,250.44,62,2.62,89.12
T002512,S11,2025-02-22 00:00:00,Grocery,2,FreshFarm,South,8.60 CAD,14.71,13,5.29,144.95
T002221,Store-21,2025-01-07 00:00:00,Home,1,BudgetSource,North,41.14 CAD,74.73,143,3.39,75.47
T001148,S17,2025-04-12 00:00:00,Apparel,8,Style Hub,North,28.41,57.39,128,6.49,130.26
T002732,S26,2025-05-31 00:00:00,Electronics,2,NorthStar,West,227.4,300.14,30,2.42,$68.65
T000018,S11,2025-05-07 00:00:00,Grocery,1,FreshFarm,South,8.15,12.42,142,4.28,109.53
T002026,S13,2025-05-20 00:00:00,Grocery,7,FreshFarm,East,8.8,14.93,109,3.21,73.58
T002462, store_12 ,2025-05-11 00:00:00,Grocery,3,FreshFarm,South,7.07,10.45,77,6.38,150.58
T000434,S12,2025-02-21 00:00:00,Grocery,3,FreshFarm,South,6.98,10.72,73,5.52,139.93
T001520,S15,2025-04-22 00:00:00,Grocery,9,FreshFarm,East,7.49,11.88,134,4.46,111.34
T000404,S14,2025-06-19 00:00:00,Grocery,8,FreshFarm,West,8.08,12.28,38,5.68,180.12
T000647,S19,2025-03-13 00:00:00,Home,3,BudgetSource,South,45.76,84.61,50,3.45,90.87
T001936,S28,05/02/2025,Beauty,2,GlowWorks,West,17.18,40.01,2,2.92,92.88
T001432,S07,18-Feb-2025,Grocery,1,FreshFarm,North,8.07,12.37,95,2.75,85.66
T000419,S14,2025-03-13 00:00:00,Home,6,BudgetSource,West,53.71,99.84,8,5.33,155.09
T002646,S29,2025-01-22 00:00:00,Home,unknown,BudgetSource,West,44.73,87.63,27,5.42,156.45
T001166,S03,2025-06-27 00:00:00,Apparel,3,StyleHub,North,29.36,55.98,131,5.3,117.52
T001829,S11,2025-06-04 00:00:00,Sports,4,ActivePro,South,55.93,108.92,73,5.07,139.32
T000992,S15,2025-02-19 00:00:00,Apparel,2,StyleHub,East,31.0,62.71,128,5.45,102.23
T001005,S24,2025-01-12 00:00:00,Sports,1,activepro,West,45.11 CAD,94.99,-15,1.43,35.09
T002412,S12,2025-05-27 00:00:00,Beauty,2,GlowWorks,South,18.96, 43.31 ,75,5.39,125.31
T001176,S17,2025-02-30,Apparel,1,StyleHub,North,27.69,58.06,135,4.16,117.21
T002990,S05,19-Apr-2025,Sports,3,ActivePro,East,57.46,111.65,,5.25,129.31
T000569,S16,2025-06-16 00:00:00,Sports,9,ActivePro,South,61.59,112.54,116,3.68,95.81
T001639,28,2025-01-28 00:00:00,Grocery,unknown,FreshFarm,West,8.41,12.88,44,3.43,86.65
T002220,S01,2025-05-20 00:00:00,Home,-3,BudgetSource,East,42.57,77.4,127,4.55,128.57
T000672,S18,2025-04-24 00:00:00,Beauty,7,GlowWorks,West,16.57,37.48,64,6.07,147.92
T001474, store_11 ,2025-05-27 00:00:00,Grocery,1,FreshFarm,South,8.61,13.3,21,3.37,83.89 CAD
T001900,S21,2025-01-15 00:00:00,Grocery,1,FreshFarm,North,6.26,9.01,76,2.81,67.39
T001217,S22,2025-02-05 00:00:00,Grocery,2,FreshFarm,South,7.95,12.41,28,3.96,$86.31
T001316,S27,01/10/2025,Home,2,BudgetSource,West,47.69,84.56,31,5.58,161.99
T001386,S16,2025-05-18 00:00:00,Grocery,2,FreshFarm,South,8.16,12.55,15,5.46,158.81
T002150,S18,2025-03-12 00:00:00,Home,3,BudgetSource,West,41.63,81.41,51,5.25,144.87
T002290,S23,,Grocery,3,FreshFarm,South,$7.21,10.22,17,5.57,159.26
T001621,S08,2025-03-30 00:00:00,Apparel,8,StyleHub,South,28.87,64.52,48,4.03,118.29
T001791,S18,2025-01-12 00:00:00,Grocery,4,FreshFarm,West,7.94,12.08,40,3.91,136.8
T000299,S26,2025-04-22 00:00:00,apparel,4,StyleHub,West,23.29,54.34,47,3.67,105.46
T001367,S23,2025-05-30 00:00:00,Home,1,BudgetSource,South,43.44,76.57,34,3.98,100.79
T002752,S01,2025-01-16 00:00:00,Beauty,2,GLOWWORKS,East,16.72,37.19,34,3.57,90.61
T002109,S06,2025-04-08 00:00:00,Beauty,,GlowWorks,East,17.03,37.7,11,5.12,122.31
T002499,S11,2025-01-27 00:00:00,Grocery,1,FreshFarm,South,8.65,13.82,32,4.07,127.29
T001042,S18,2025-03-19 00:00:00,Sports,2,ActivePro,West,59.41,120.24,59,5.21,165.41
T001246,S13,2025-04-25 00:00:00,Grocery,1,FreshFarm,East,7.85,11.23,134,3.41,78.63
T001650,S24,2025-01-28 00:00:00,Home,2,BudgetSource,West,49.89,99.27,46,4.31,148.68
T000981,05,2025-03-20 00:00:00,Apparel,4,StyleHub,East,32.18,73.33,51,4.17,127.19
T000642,S13,2025-03-03 00:00:00,Sports,1,ActivePro,East,61.21,119.64,124,4.64,122.76
T000664,S25,03-Apr-2025,Sports,2,ActivePro,West,55.21,120.02,26,4.0,140.09
T002711,S10,2025-05-28 00:00:00,Beauty,5,GlowWorks,South,18.35,43.18 CAD,140,3.35,77.32
T002672,S12,2025-02-16 00:00:00,Sports,4,ActivePro,South,62.64,118.72,27,4.36,122.43
T001006,S17,2025-05-23 00:00:00,Grocery,4,FreshFarm,North,8.46, 12.54 ,73,3.1,66.33
T000325,S23,2025-03-03 00:00:00,Sports,3,ACTIVEPRO,South,56.74,112.31,26,3.74,93.31
T002992,S20,2025-03-23 00:00:00,Electronics,2,NorthStar,South,272.02,382.76 CAD,69,-6.48,114.07
T001857,S03,2025-01-12 00:00:00,Apparel,3,StyleHub,North,25.07,57.29,14,-7.87,115.94
T001640,S17,2025-05-23 00:00:00,Apparel,5,StyleHub,North,24.34,51.26,73,3.25,73.68
T000150,S26,2025-04-04 00:00:00,Sports,2,ActivePro,West,48.63,91.87,7,4.51,120.57
T001779,S17,2025-04-24 00:00:00,Grocery,4,FreshFarm,North,8.06,12.79,33,4.51,111.35
T002149,S01,2025-04-03 00:00:00,Grocery,3,FreshFarm,East,8.48,12.74,12,4.19,126.16
T002329,S08,2025-04-04 00:00:00,Home,1,BudgetSource,South,33.74,66.02,,5.79,166.36
T000796,S23,2025-01-23 00:00:00,Sports,3,ActivePro,South,52.21,100.33,94,5.36,124.08
T001966,S05,2025-05-28 00:00:00,Grocery,3,FreshFarm,East,8.39,13.91,nan,5.54,142.29
T000023,S27,not available,Apparel,two,StyleHub,West,$29.51,$66.59,27,3.8,96.61
T000841,S19,2025-05-21 00:00:00,Apparel,2,StyleHub,South,25.17,55.85,149,3.28,82.85
T001445,S24,2025-06-25 00:00:00,Apparel,2,Style Hub,West,25.87,50.99,39,4.96,153.78
T000365,S09,2025-05-30 00:00:00,Apparel,4,StyleHub,East,23.71,54.67,115,2.19,60.28
T000304,S22,2025-05-20 00:00:00,Beauty,2,GlowWorks,South,19.79,47.49,117,3.69,96.68
T001706,S11,2025-04-09 00:00:00,Home,3,BudgetSource,South,40.59,72.34,111,3.1,72.92
